-0.491667,0.508333,1
-0.483333,0.516667,1
-0.475,0.525,1
-0.466667,0.533333,1
-0.458333,0.541667,1
-0.45,0.55,1
-0.441667,0.558333,1
-0.433333,0.566667,1
-0.425,0.575,1
-0.416667,0.583333,1
-0.416667,0.583333,1
-0.416667,0.583333,1
-0.416667,0.583333,1
-0.416667,0.583333,1
-0.416042,0.583333,1
-0.415,0.583333,1
-0.413542,0.583333,1
-0.411667,0.583333,1
-0.409375,0.583333,1
-0.406667,0.583333,1
-0.403542,0.583333,1
-0.4,0.583333,1
-0.396042,0.583333,1
-0.391667,0.583333,1
-0.386875,0.583333,1
-0.381667,0.583333,1
-0.376042,0.583333,1
-0.37,0.583333,1
-0.363542,0.583333,1
-0.356667,0.583333,1
-0.349375,0.583333,1
-0.341667,0.583333,1
-0.333542,0.583333,1
-0.325,0.583333,1
-0.316875,0.583333,1
-0.309167,0.583333,1
-0.301875,0.583333,1
-0.295,0.583333,1
-0.288542,0.583333,1
-0.2825,0.583333,1
-0.276875,0.583333,1
-0.271667,0.583333,1
-0.266875,0.583333,1
-0.2625,0.583333,1
-0.258542,0.583333,1
-0.255,0.583333,1
-0.251875,0.583333,1
-0.249167,0.583333,1
-0.246875,0.583333,1
-0.245,0.583333,1
-0.243542,0.583333,1
-0.2425,0.583333,1
-0.241875,0.583333,1
-0.241667,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583333,1
-0.25,0.583958,1
-0.25,0.585,1
-0.25,0.586458,1
-0.25,0.588333,1
-0.25,0.590625,1
-0.25,0.593333,1
-0.25,0.596458,1
-0.25,0.6,1
-0.25,0.603958,1
-0.25,0.608333,1
-0.25,0.613125,1
-0.25,0.618333,1
-0.25,0.623958,1
-0.25,0.63,1
-0.25,0.636458,1
-0.25,0.643333,1
-0.25,0.650625,1
-0.25,0.658333,1
-0.25,0.666458,1
-0.25,0.675,1
-0.25,0.683958,1
-0.25,0.693333,1
-0.25,0.703125,1
-0.25,0.713333,1
-0.25,0.723958,1
-0.25,0.735,1
-0.25,0.746458,1
-0.25,0.758333,1
-0.25,0.770625,1
-0.25,0.783333,1
-0.25,0.796458,1
-0.25,0.81,1
-0.25,0.823958,1
-0.25,0.838333,1
-0.25,0.853125,1
-0.25,0.868333,1
-0.25,0.883958,1
-0.25,0.9,1
-0.25,0.916458,1
-0.25,0.933333,1
-0.25,0.950625,1
-0.25,0.968333,1
-0.25,0.986458,1
-0.25,1.005,1
-0.25,1.02396,1
-0.25,1.04333,1
-0.25,1.06313,1
-0.25,1.08333,1
-0.25,1.10396,1
-0.25,1.125,1
-0.25,1.14646,1
-0.25,1.16833,1
-0.25,1.18979,1
-0.25,1.21083,1
-0.25,1.23146,1
-0.25,1.25167,1
-0.25,1.27146,1
-0.25,1.29083,1
-0.25,1.30979,1
-0.25,1.32833,1
-0.25,1.34646,1
-0.25,1.36417,1
-0.25,1.38146,1
-0.25,1.39833,1
-0.25,1.41479,1
-0.25,1.43083,1
-0.25,1.44646,1
-0.25,1.46167,1
-0.25,1.47646,1
-0.25,1.49083,1
-0.25,1.50479,1
-0.25,1.51833,1
-0.25,1.53146,1
-0.25,1.54417,1
-0.25,1.55646,1
-0.25,1.56833,1
-0.25,1.57979,1
-0.25,1.59083,1
-0.25,1.60146,1
-0.25,1.61167,1
-0.25,1.62146,1
-0.25,1.63083,1
-0.25,1.63979,1
-0.25,1.64833,1
-0.25,1.65646,1
-0.25,1.66417,1
-0.25,1.67146,1
-0.25,1.67833,1
-0.25,1.68479,1
-0.25,1.69083,1
